Document name,Coded Segments,Codes,Var1,Var2 ,Polarity,Comments
Borland_2018_Is blue the new green,"Postban brands ??were also more likely to have ‘Smooth’ as a taste descriptor (pre: ??6.3% vs post: 56.5%, p=0.002).","Menthol Flavor Ban
+(S)
Likelihood that traditional menthol brands' packs have 'smooth' as a taste descriptor
Agree",Menthol Flavor Ban,Likelihood that traditional menthol brands' packs have 'smooth' as a taste descriptor,+(S), 
Borland_2018_Is blue the new green,"The majority of postban prod?ucts continued to have traditional filters, however, five (21.7%) ??had a unique filter (Firm, duPlus, Charcoal and Aqua Filter). ??‘Odour Reduction Technology’ was advertised on some pre and ??postban packs (figure 1).","Menthol Flavor Ban
+(S)
Types of unique filters in traditional menthol brands
Agree",Menthol Flavor Ban,Types of unique filters in traditional menthol brands,+(S), 
Borland_2018_Is blue the new green,"All preban and a majority of postban packs (n=11, 78.6%) had ??blue as either a prominent or secondary pack colour.","Menthol Flavor Ban
- (O)
Likelihood menthol capsule brands have blue as either prominent or secondary pack color (vs green
Agree",Menthol Flavor Ban,Likelihood menthol capsule brands have blue as either prominent or secondary pack color (vs green,- (O),"""All preban and a majority of postban packs (n=11, 78.6%) had blue as either a prominent or secondary pack colour. Only one (7.1%) preban pack had green as a prominent colour; green was not identified on any postban packs."""
Borland_2018_Is blue the new green,Only one ??(7.1%) preban pack had green as a prominent colour; green was ??not identified on any postban packs.,"Menthol Flavor Ban
+(S)
Likelihood prominent pack color is blue (vs green)
Agree",Menthol Flavor Ban,Likelihood prominent pack color is blue (vs green),+(S),"""All preban and a majority of postban packs (n=11, 78.6%) had blue as either a prominent or secondary pack colour. Only one (7.1%) preban pack had green as a prominent colour; green was not identified on any postban packs."" Review: coded passage does not show this connection."
Borland_2018_Is blue the new green,"Blue and silver continued ??to be the most common secondary filter tip colours postban; ??while four (28.5%) preban filter tips had green as a secondary ??colour, green was not observed postban.","Menthol Flavor Ban
+(S)
Likelihood that menthol capsule brands secondary filter tips are blue and silver (vs green)
Agree",Menthol Flavor Ban,Likelihood that menthol capsule brands secondary filter tips are blue and silver (vs green),+(S), 
Borland_2018_Is blue the new green,"Consistent with tradi?tional menthol findings, postban brands were more likely to ??have colour descriptors as part of their variant name (pre: 7.1% ??vs post: 64.3%, p=0.002),","Menthol Flavor Ban
+(S)
Likelihood that menthol capsule brands have a color descriptor as part of variant name post ban
Agree",Menthol Flavor Ban,Likelihood that menthol capsule brands have a color descriptor as part of variant name post ban,+(S),"""Consistent with traditional menthol findings, postban brands were more likely to have colour descriptors as part of their variant name (pre: 7.1% vs post: 64.3%, p=0.002), with blue the most common"""
Borland_2018_Is blue the new green,with blue the most common.,"Menthol Flavor Ban
+(S)
Likelihood that menthol capsule brands have a 'blue' descriptor as part of variant name post ban (vs other colors)
Agree",Menthol Flavor Ban,Likelihood that menthol capsule brands have a 'blue' descriptor as part of variant name post ban (vs other colors),+(S),"""Consistent with traditional menthol findings, postban brands were more likely to have colour descriptors as part of their variant name (pre: 7.1% vs post: 64.3%, p=0.002), with blue the most common"""
Borland_2018_Is blue the new green,"Postban, neither ‘menthol’ nor ??‘capsule/convertible’ was observed on packs, with the exception ??of three products identified as non-capsule alternatives via their ??cellophane (‘Your Pall Mall. Now without convertibles’).","Menthol Flavor Ban
- (O)
Presence of 'menthol' or 'capsule/convertible' descriptors on menthol capsule brand packs
Agree",Menthol Flavor Ban,Presence of 'menthol' or 'capsule/convertible' descriptors on menthol capsule brand packs,- (O), 
Borland_2018_Is blue the new green,"Simi?larly, descriptors highlighting freshness or cooling sensation were ??not observed on postban packs;","Menthol Flavor Ban
- (O)
Presence of descriptors highlighting freshness of coolings sensation on menthol capsule brand packs
Agree",Menthol Flavor Ban,Presence of descriptors highlighting freshness of coolings sensation on menthol capsule brand packs,- (O),"""Similarly, descriptors highlighting freshness or cooling sensation were not observed on postban packs; only one pack highlighted the consumer’s ‘choice’ to change the cigarette’s taste. """
Borland_2018_Is blue the new green,"Seven packs ??(50%) referenced a unique filter (Charcoal, duPlus, Flow, Adjust?able, Aqua). JTI-MC was the only company to offer a postban ??capsule product—Camel North Aqua Filter—in which the capsule ??appears to contain water or a saline solution.","Menthol Flavor Ban
+(S)
Types of unique filters in menthol capsule brands
Agree",Menthol Flavor Ban,Types of unique filters in menthol capsule brands,+(S), 
Borland_2018_Is blue the new green,"Preban and postban menthol capsule packs were on average ??cheaper than preban and postban traditional menthol packs (pre: ??$8.88 vs $10.59, p=0.003; post: 8.72 vs $10.07, p=0.012).","Menthol Flavor Ban
=
Cost of menthol capsule brands (vs traditional menthol brands)
Agree",Menthol Flavor Ban,Cost of menthol capsule brands (vs traditional menthol brands),=, 
Borland_2018_Is blue the new green,"In both samples, the ??majority of postban packs","Menthol Flavor Ban
=
Prevalence of blue as pack color on traditional menthol brands, post-ban (vs on menthol capsule brands, post-ban)
Agree",Menthol Flavor Ban,"Prevalence of blue as pack color on traditional menthol brands, post-ban (vs on menthol capsule brands, post-ban)",=,"""In both samples, the majority of postban packs and secondary filter tip colours were blue and blue/silver, respectively."""
Borland_2018_Is blue the new green,"and secondary filter tip colours were ??blue and blue/silver, respectively.","Menthol Flavor Ban
=
Prevalence of blue/silver as secondary filter tip color on trad. menth brands, post-ban (vs on menth capsule brands, post-ban)
Agree",Menthol Flavor Ban,"Prevalence of blue/silver as secondary filter tip color on trad. menth brands, post-ban (vs on menth capsule brands, post-ban)",=,"""In both samples, the majority of postban packs and secondary filter tip colours were blue and blue/silver, respectively."""
Bosma_2021_Restricting Sales of Menthol Tobacco Products,"Following policy implementation, outlets selling commercial menthol tobacco products substantially ?decreased.","Restriction of menthol, mint and wintergreen products to adult shops (tobacco or liquor)
- (O)
Outlets selling commercial menthol tobacco products
Agree","Restriction of menthol, mint and wintergreen products to adult shops (tobacco or liquor)",Outlets selling commercial menthol tobacco products,- (O), 
Bosma_2021_Restricting Sales of Menthol Tobacco Products,"Facilitators included strong city council support,","City council support
+(S)
Effectiveness of menthol restriction policy
Agree",City council support,Effectiveness of menthol restriction policy,+(S),"""Facilitators included strong city council support, leadership from impacted communities, community awareness-building campaigns, and understanding tobacco industry counter-tactics"""
Bosma_2021_Restricting Sales of Menthol Tobacco Products,leadership from impacted communities,"Involvement of leadership from flavored(incl menthol) tobacco impacted communities
+(S)
Effectiveness of menthol restriction policy
Agree",Involvement of leadership from flavored(incl menthol) tobacco impacted communities,Effectiveness of menthol restriction policy,+(S),"""Facilitators included strong city council support, leadership from impacted communities, community awareness-building campaigns, and understanding tobacco industry counter-tactics"""
Bosma_2021_Restricting Sales of Menthol Tobacco Products,community ?awareness-building campaigns,"Community awareness building campaigns
+(S)
Effectiveness of menthol restriction policy
Agree",Community awareness building campaigns,Effectiveness of menthol restriction policy,+(S),"""Facilitators included strong city council support, leadership from impacted communities, community awareness-building campaigns, and understanding tobacco industry counter-tactics"""
Bosma_2021_Restricting Sales of Menthol Tobacco Products,understanding tobacco industry counter-tactics,"Understanding tobacco industry counter-tactics
+(S)
Effectiveness of menthol restriction policy
Agree",Understanding tobacco industry counter-tactics,Effectiveness of menthol restriction policy,+(S),"""Facilitators included strong city council support, leadership from impacted communities, community awareness-building campaigns, and understanding tobacco industry counter-tactics"""
Bosma_2021_Restricting Sales of Menthol Tobacco Products,need to counter tobacco industry misinformation,"Tobacco industry misinformation
- (O)
Effectiveness of menthol restriction policy
Agree",Tobacco industry misinformation,Effectiveness of menthol restriction policy,- (O),"""Challenges included the need to counter tobacco industry misinformation and retailer attempts to circumvent the intent of restrictions."""
Bosma_2021_Restricting Sales of Menthol Tobacco Products,retailer attempts,"Retailer attempts to circumvent intent of restrictions
- (O)
Effectiveness of menthol restriction policy
Agree",Retailer attempts to circumvent intent of restrictions,Effectiveness of menthol restriction policy,- (O),"""Challenges included the need to counter tobacco industry misinformation and retailer attempts to circumvent the intent of restrictions."""
Branston_2020_Cigarette-like cigarillo introduced to bypass taxa,"In January 2020, Japan Tobacco International ??(JTI) launched a new product onto the market ??that bypasses these laws. Sterling Dual Capsule ??Leaf Wrapped (figure 1) are officially being sold as ??cigarillos,4 which are defined by law as a cigar (a ??roll of tobacco with an outer wrapper of tobacco) ??with a maximum weight of 3 g.5 6 These new ??‘cigarillos’ are clearly aimed at cigarette smokers, ??and closely resemble cigarettes.","Menthol flavor ban (cigs and roll-your-own)
+(S)
Product availability (cigarillos)
Agree",Menthol flavor ban (cigs and roll-your-own),Product availability (cigarillos),+(S), 
Branston_2020_Cigarette-like cigarillo introduced to bypass taxa,"To encourage ??retailers to stock these cigarillos, they are offered ??a wholesale price/RRP that allow retailers a higher ??profit margin of 15%, compared to 5.5% for the ??Sterling Dual Capsule cigarettes. Since point of ??sale displays are banned (ie, tobacco products are ??hidden from shoppers), retailers are often asked ??‘what is your cheapest’14 and a packet of these ??cigarillos is now much cheaper than any of ciga?rettes (or RYO).","Menthol flavor ban (cigs and roll-your-own)
- (O)
Whole sale price (cigarillos)
Agree",Menthol flavor ban (cigs and roll-your-own),Whole sale price (cigarillos),- (O), 
Brink_2022_Tobacco companies' exploitation of loopholes in the E,"Moreover, there was an increase in the use of ??RYO tobacco among adult smokers (13% pre-ban ??vs 17% post-ban).2","Menthol Flavor Ban
+(S)
Use of roll-your-own tobacco
Agree",Menthol Flavor Ban,Use of roll-your-own tobacco,+(S), 
Brink_2022_Tobacco companies' exploitation of loopholes in the E,"Pack designs and brand descriptors insinuating ??menthol-like qualities Cigarette pack designs serve as a marketing tool for ??tobacco companies to influence consumers’ percep?tions of taste. Despite a characterising flavour ??ban, pack design may manipulate smokers’ expe?rience of menthol/non-menthol flavour. After the ??ban, one pack from Japan Tobacco International ??(JTI) retained insinuating menthol-like qualities. ??It retained the brand descriptor ‘Activate’ and an ??illustration on the package, indicating that the ciga?rette still had a click-function (figure 3A).","Menthol Flavor Ban
+(S)
Use of pack designs and descriptors insinuating menthol-like qualities (+)
Agree",Menthol Flavor Ban,Use of pack designs and descriptors insinuating menthol-like qualities (+),+(S),"Review: Confusing. Change V2 to Marketing of ""non-menthol"" cigarettes with menthol-like design cues"
Brown_2016_Tobacco industry response to menthol cigarette bans i,Findings suggest that tobacco manufacturers are ?complying with the ‘letter of the law’. No cigarette ?packs labelled as ‘menthol’ were purchased in ?Alberta or Nova Scotia postban.,"Menthol Cigarette Ban
- (O)
Menthol Cigarette sales (+) (+) (+)
Agree",Menthol Cigarette Ban,Menthol Cigarette sales (+) (+) (+),- (O),Review: V2 should be Menthol Cigarette Sales
Brown_2016_Tobacco industry response to menthol cigarette bans i,"We categorised packs as ‘menthol replacements’ if ?they largely maintained the same colour and design ?as menthol packs sold preban. Among the packs ?collected preban, all packs labelled as menthol fea?tured green as a prominent colour. Menthol ?replacement packs continued to display green as a ?prominent colour. The only change across all ?menthol replacement packs, when compared to ?menthol packs purchased preban, was the substitu?tion of the word ‘menthol’ with the descriptor ?‘green’","Menthol Cigarette Ban
+(S)
Use of ""Non menthol"" menthol-like flavor descriptors in marketing (+)
Agree",Menthol Cigarette Ban,"Use of ""Non menthol"" menthol-like flavor descriptors in marketing (+)",+(S), 
